County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"Harrison County, Kentucky",2016,18629,9133,9496,1024.595,1304.03,1173.627,1229.514,1099.111,931.45,968.708,1043.224,1285.401,1304.03,1453.062,1564.836,1080.482,1099.111,763.789,558.87,391.209,353.951
"Hart County, Kentucky",2016,18510,9146,9364,1221.66,1203.15,1295.7,1147.62,1110.6,1073.58,999.54,981.03,1129.11,1277.19,1554.84,1499.31,1055.07,1055.07,703.38,647.85,277.65,277.65
"Henderson County, Kentucky",2016,46362,22480,23882,2920.806,3152.616,2920.806,2735.358,2642.634,2920.806,3013.53,2781.72,2828.082,3106.254,3430.788,3384.426,3291.702,2503.548,1715.394,1298.136,880.878,880.878
"Burnett County, Wisconsin",2016,15528,7699,7829,885.096,1071.432,1040.376,1071.432,822.984,776.4,885.096,885.096,993.792,1102.488,1226.712,1195.656,1086.96,869.568,652.176,481.368,263.976,201.864
"Hickman County, Kentucky",2016,4691,2195,2496,201.713,229.859,342.443,276.769,337.752,107.893,323.679,229.859,211.095,328.37,342.443,379.971,286.151,243.932,333.061,229.859,168.876,121.966
"Hopkins County, Kentucky",2016,46359,22520,23839,2827.899,3291.489,2735.181,2781.54,2503.386,2827.899,2827.899,2920.617,2642.463,3198.771,3245.13,3384.207,3245.13,2596.104,1900.719,1483.488,1019.898,834.462
"Jackson County, Kentucky",2016,13357,6646,6711,801.42,841.491,854.848,921.633,667.85,747.992,828.134,854.848,961.704,934.99,975.061,1041.846,868.205,761.349,520.923,280.497,373.996,120.213
"Jefferson County, Kentucky",2016,759724,366994,392730,49382.06,47102.888,47862.612,45583.44,50141.784,56219.576,53180.68,47862.612,48622.336,48622.336,54700.128,54700.128,46343.164,36466.752,25070.892,18233.376,14434.756,15194.48
"Jessamine County, Kentucky",2016,51015,24991,26024,3469.02,3469.02,3571.05,3724.095,3775.11,3111.915,3162.93,3009.885,3469.02,3366.99,3673.08,3418.005,2907.855,2550.75,1530.45,1071.315,969.285,816.24
"Johnson County, Kentucky",2016,23280,11432,11848,1443.36,1699.44,1257.12,1303.68,1396.8,1350.24,1396.8,1373.52,1629.6,1676.16,1652.88,1722.72,1606.32,1373.52,1001.04,675.12,419.04,325.92
"Kenton County, Kentucky",2016,163393,80736,82657,11110.724,11764.296,10620.545,9966.973,9966.973,12254.475,12091.082,10620.545,10620.545,11110.724,11927.689,11110.724,9803.58,7025.899,5228.576,3431.253,2124.109,2777.681
"Knott County, Kentucky",2016,15884,7887,7997,873.62,937.156,937.156,1064.228,1143.648,794.2,857.736,984.808,1064.228,1143.648,1223.068,1238.952,1127.764,1032.46,492.404,476.52,270.028,190.608
"Knox County, Kentucky",2016,31740,15460,16280,1936.14,1872.66,2380.5,2158.32,2126.58,1904.4,1809.18,1618.74,2253.54,2126.58,2253.54,2031.36,1936.14,1777.44,1428.3,1237.86,444.36,444.36
"Larue County, Kentucky",2016,14127,6917,7210,734.604,974.763,805.239,890.001,819.366,791.112,890.001,847.62,833.493,960.636,1045.398,1327.938,776.985,762.858,579.207,466.191,353.175,254.286
"Laurel County, Kentucky",2016,59950,29173,30777,3656.95,3836.8,4256.45,3716.9,3597,3656.95,3896.75,4016.65,4016.65,4256.45,4256.45,4016.65,3896.75,2997.5,2398,1438.8,1258.95,839.3
"Lawrence County, Kentucky",2016,15870,7924,7946,1047.42,1079.16,1015.68,872.85,968.07,904.59,920.46,999.81,1047.42,1079.16,1190.25,1317.21,952.2,968.07,618.93,460.23,253.92,206.31
"Lee County, Kentucky",2016,6896,3540,3356,358.592,358.592,420.656,441.344,344.8,434.448,413.76,413.76,393.072,579.264,606.848,482.72,524.096,393.072,289.632,220.672,151.712,48.272
"Skamania County, Washington",2016,10869,5379,5490,652.14,652.14,706.485,521.712,673.878,673.878,641.271,684.747,663.009,782.568,858.651,880.389,706.485,619.533,423.891,391.284,195.642,130.428
"Fairfield County, South Carolina",2016,23382,11444,11938,1379.538,1356.156,1473.066,1332.774,1262.628,1332.774,1496.448,1566.594,1402.92,1566.594,1777.032,1940.706,1589.976,1519.83,911.898,748.224,420.876,327.348
"Yalobusha County, Mississippi",2016,13646,6781,6865,709.592,764.176,1009.804,832.406,832.406,764.176,750.53,1023.45,709.592,941.574,1078.034,1037.096,900.636,695.946,682.3,300.212,368.442,231.982
"Lincoln County, Kentucky",2016,24424,11927,12497,1611.984,1831.8,1367.744,1489.864,1343.32,1392.168,1367.744,1685.256,1392.168,1807.376,1856.224,1367.744,1807.376,1294.472,1172.352,683.872,537.328,415.208
"Livingston County, Kentucky",2016,9353,4637,4716,523.768,477.003,542.474,589.239,402.179,467.65,458.297,514.415,542.474,664.063,785.652,823.064,673.416,729.534,458.297,261.884,205.766,224.472
"Logan County, Kentucky",2016,26757,13151,13606,1658.934,1391.364,2194.074,1739.205,1551.906,1471.635,1578.663,1525.149,1765.962,1658.934,2006.775,2006.775,1605.42,1498.392,1204.065,909.738,722.439,294.327
"Lyon County, Kentucky",2016,8325,4643,3682,283.05,374.625,308.025,399.6,374.625,441.225,474.525,582.75,457.875,582.75,740.925,574.425,807.525,666,491.175,441.225,191.475,124.875
"McCracken County, Kentucky",2016,65292,31043,34249,3917.52,3656.352,4309.272,3721.644,3656.352,3721.644,4048.104,3264.6,4701.024,4243.98,4635.732,5353.944,4243.98,3591.06,3003.432,1828.176,1567.008,1762.884
"McCreary County, Kentucky",2016,17850,9799,8051,1106.7,1106.7,1071,1285.2,999.6,1106.7,1249.5,1178.1,1410.15,1356.6,1285.2,1124.55,1106.7,946.05,624.75,571.2,160.65,142.8
"Montgomery County, Arkansas",2016,9492,4693,4799,541.044,616.98,702.408,550.536,493.584,465.108,522.06,711.9,427.14,645.456,721.392,711.9,588.504,541.044,541.044,322.728,199.332,189.84
"Madison County, Kentucky",2016,87324,42491,44833,4977.468,5588.736,4802.82,8033.808,10828.176,5239.44,5326.764,5152.116,5588.736,5414.088,5588.736,5152.116,4628.172,4191.552,2445.072,1833.804,1222.536,1397.184
"Magoffin County, Kentucky",2016,12887,6495,6392,786.107,786.107,902.09,773.22,786.107,721.672,708.785,734.559,979.412,966.525,992.299,1082.508,721.672,747.446,438.158,386.61,154.644,180.418
"Luquillo Municipio, Puerto Rico",2016,19497,9882,9615,1208.814,1520.766,1169.82,1189.317,1150.323,1169.82,1228.311,1306.299,1150.323,1442.778,1442.778,1286.802,1267.305,1013.844,682.395,623.904,292.455,331.449
"Marshall County, Kentucky",2016,31213,15413,15800,1623.076,1997.632,1654.289,1685.502,1591.863,1623.076,1779.141,1654.289,2060.058,2091.271,2278.549,2247.336,2403.401,2060.058,1747.928,1248.52,811.538,686.686
"Charlotte County, Virginia",2016,12478,6922,5556,673.812,648.856,823.548,698.768,923.372,836.026,1060.63,898.416,935.85,860.982,873.46,773.636,811.07,549.032,449.208,324.428,212.126,149.736
"Jasper County, Mississippi",2016,17229,8535,8694,1068.198,982.053,1188.801,1154.343,1068.198,947.595,964.824,964.824,1137.114,1171.572,1257.717,1326.633,1171.572,913.137,706.389,465.183,241.206,499.641
"Meade County, Kentucky",2016,28751,14554,14197,1610.056,2127.574,2012.57,2127.574,1753.811,1868.815,1983.819,1811.313,2098.823,1955.068,2242.578,2156.325,1466.301,1322.546,891.281,661.273,460.016,230.008
"Menifee County, Kentucky",2016,6345,3334,3011,310.905,406.08,361.665,361.665,310.905,501.255,266.49,266.49,412.425,577.395,545.67,526.635,348.975,513.945,215.73,203.04,88.83,120.555
"Mercer County, Kentucky",2016,21411,10599,10812,1284.66,1241.838,1413.126,1306.071,1177.605,1049.139,1263.249,1156.194,1306.071,1477.359,1755.702,1563.003,1563.003,1306.071,920.673,599.508,535.275,449.631
"Metcalfe County, Kentucky",2016,9983,4882,5101,608.963,648.895,648.895,569.031,539.082,529.099,549.065,429.269,728.759,738.742,728.759,738.742,678.844,529.099,469.201,369.371,279.524,209.643
"Monroe County, Kentucky",2016,10692,5325,5367,641.52,673.596,662.904,609.444,641.52,566.676,588.06,609.444,652.212,705.672,844.668,908.82,630.828,673.596,459.756,374.22,267.3,171.072
"Montgomery County, Kentucky",2016,27391,13477,13914,1807.806,1753.024,1917.37,1725.633,1698.242,1698.242,1643.46,1889.979,1889.979,1944.761,1972.152,1780.415,1588.678,1396.941,1013.467,849.121,465.647,301.301
"Morgan County, Kentucky",2016,13379,7426,5953,642.192,682.329,722.466,735.845,735.845,990.046,976.667,883.014,1016.804,1003.425,949.909,923.151,1110.457,615.434,535.16,387.991,254.201,200.685
"Muhlenberg County, Kentucky",2016,31216,15627,15589,1560.8,1716.88,2122.688,2247.552,1904.176,1779.312,1872.96,1779.312,2122.688,2029.04,2341.2,1997.824,2247.552,1904.176,1311.072,1186.208,686.752,437.024
"Nelson County, Kentucky",2016,44875,22161,22714,3051.5,3006.625,3186.125,3051.5,2737.375,2692.5,2872,2872,2827.125,3186.125,3365.625,3320.75,2692.5,2198.875,1480.875,942.375,628.25,718
"Nicholas County, Kentucky",2016,7062,3421,3641,423.72,423.72,473.154,430.782,430.782,338.976,388.41,444.906,416.658,515.526,543.774,430.782,586.146,451.968,247.17,204.798,204.798,98.868
"Ohio County, Kentucky",2016,24152,11927,12225,1424.968,1594.032,1763.096,1521.576,1376.664,1328.36,1497.424,1400.816,1497.424,1473.272,1738.944,1690.64,1666.488,1376.664,1062.688,797.016,555.496,362.28
"Oldham County, Kentucky",2016,63876,33698,30178,3129.924,4279.692,5812.716,4918.452,3385.428,2874.42,3577.056,4790.7,4854.576,5493.336,5365.584,4343.568,3577.056,2938.296,2044.032,958.14,574.884,894.264
"Owen County, Kentucky",2016,10673,5240,5433,554.996,736.437,757.783,768.456,544.323,576.342,576.342,715.091,587.015,704.418,779.129,789.802,811.148,587.015,480.285,256.152,266.825,192.114
"Owsley County, Kentucky",2016,4552,2037,2515,314.088,254.912,250.36,245.808,355.056,172.976,355.056,254.912,396.024,163.872,282.224,414.232,350.504,232.152,182.08,109.248,109.248,109.248
"Pendleton County, Kentucky",2016,14509,7250,7259,783.486,870.54,1044.648,885.049,957.594,827.013,812.504,812.504,986.612,1117.193,1189.738,1218.756,885.049,783.486,551.342,391.743,217.635,188.617
"Perry County, Kentucky",2016,27818,13624,14194,1752.534,1529.99,1835.988,1557.808,1641.262,1724.716,1724.716,1780.352,1975.078,1975.078,2114.168,1891.624,2169.804,1669.08,890.176,667.632,417.27,528.542
"Pike County, Kentucky",2016,62791,30796,31995,3579.087,3453.505,3893.042,3893.042,4081.415,3516.296,3704.669,4018.624,4269.788,4458.161,4709.325,4960.489,4206.997,3955.833,2134.894,1632.566,1193.029,1130.238
"Powell County, Kentucky",2016,12387,6073,6314,767.994,966.186,755.607,780.381,767.994,730.833,767.994,978.573,681.285,891.864,879.477,1015.734,644.124,594.576,507.867,346.836,161.031,148.644
"Pulaski County, Kentucky",2016,63772,31166,32606,3698.776,4081.408,4081.408,3698.776,3571.232,3762.548,3762.548,3826.32,4081.408,4400.268,4719.128,4655.356,4145.18,3953.864,2742.196,2104.476,1339.212,1211.668
"Robertson County, Kentucky",2016,2191,1116,1075,118.314,87.64,127.078,129.269,142.415,81.067,94.213,129.269,109.55,148.988,159.943,188.426,109.55,197.19,124.887,146.797,67.921,26.292
"Rockcastle County, Kentucky",2016,16893,8257,8636,929.115,979.794,1182.51,1013.58,962.901,962.901,912.222,1013.58,1165.617,1283.868,1317.654,1131.831,1216.296,895.329,827.757,557.469,304.074,236.502
"Rowan County, Kentucky",2016,24302,11766,12536,1312.308,1069.288,1482.422,2624.616,3912.622,1458.12,1215.1,1433.818,1142.194,1360.912,1579.63,1385.214,1190.798,972.08,850.57,607.55,340.228,364.53
"Russell County, Kentucky",2016,17684,8652,9032,1096.408,1273.248,919.568,1007.988,954.936,954.936,937.252,919.568,1167.144,1202.512,1450.088,1131.776,1361.668,1096.408,795.78,548.204,548.204,318.312
"Eddy County, New Mexico",2016,51348,25446,25902,3388.968,4107.84,3594.36,3748.404,3440.316,3080.88,3594.36,3902.448,3851.1,3645.708,3543.012,3388.968,2516.052,2105.268,1386.396,872.916,564.828,564.828
"Shelby County, Kentucky",2016,44967,21723,23244,2967.822,3417.492,2563.119,2922.855,2698.02,2742.987,2832.921,3237.624,3012.789,3282.591,3282.591,2832.921,3012.789,2383.251,1528.878,989.274,719.472,584.571
"Simpson County, Kentucky",2016,17856,8800,9056,1160.64,1249.92,1160.64,1017.792,1089.216,1142.784,1053.504,1017.792,1392.768,1142.784,1321.344,1214.208,1124.928,767.808,874.944,410.688,357.12,357.12
"Spencer County, Kentucky",2016,17798,8952,8846,961.092,1139.072,1352.648,1228.062,925.496,889.9,1050.082,1067.88,1459.436,1459.436,1601.82,1637.416,800.91,889.9,605.132,320.364,142.384,249.172
"Adair County, Missouri",2016,25315,12390,12925,1569.53,1518.9,1518.9,2227.72,2050.515,1569.53,1392.325,1265.75,1392.325,1544.215,1696.105,1847.995,1442.955,1367.01,1088.545,734.135,455.67,683.505
"Todd County, Kentucky",2016,12465,6230,6235,947.34,947.34,934.875,772.83,772.83,747.9,735.435,760.365,673.11,822.69,835.155,959.805,560.925,635.715,535.995,299.16,211.905,299.16
"Trigg County, Kentucky",2016,14267,6993,7274,684.816,998.69,927.355,827.486,599.214,627.748,642.015,798.952,1012.957,927.355,1084.292,970.156,1127.093,1169.894,784.685,442.277,342.408,299.607
"Marion County, Georgia",2016,8751,4338,4413,498.807,568.815,647.574,516.309,498.807,446.301,490.056,665.076,455.052,638.823,673.827,577.566,673.827,586.317,297.534,245.028,61.257,210.024
"Union County, Kentucky",2016,15065,7775,7290,858.705,888.835,798.445,1190.135,1596.89,888.835,903.9,692.99,979.225,949.095,1009.355,1084.68,949.095,828.575,512.21,346.495,271.17,301.3
"Warren County, Kentucky",2016,121066,59236,61830,7748.224,7021.828,7990.356,11622.336,13317.26,8353.554,7869.29,7748.224,7021.828,7021.828,7627.158,7263.96,6053.3,5205.838,3510.914,2542.386,1694.924,1452.792
"Washington County, Kentucky",2016,12017,5936,6081,696.986,769.088,841.19,853.207,841.19,588.833,564.799,721.02,769.088,817.156,925.309,648.918,925.309,709.003,420.595,384.544,324.459,216.306
"Taylor County, Wisconsin",2016,20557,10227,10330,1171.749,1089.521,1356.762,1151.192,1253.977,1151.192,1192.306,1151.192,1377.319,1500.661,1418.433,1582.889,1418.433,1438.99,842.837,452.254,452.254,534.482
"Webster County, Kentucky",2016,13331,6597,6734,799.86,933.17,786.529,799.86,853.184,839.853,786.529,906.508,733.205,866.515,973.163,1013.156,893.177,639.888,586.564,453.254,239.958,226.627
"Whitley County, Kentucky",2016,35842,17637,18205,2508.94,2258.046,2473.098,2795.676,2939.044,2150.52,1971.31,2293.888,1935.468,2365.572,2365.572,2114.678,2329.73,1720.416,1505.364,1075.26,501.788,501.788
"Hutchinson County, South Dakota",2016,7221,3516,3705,440.481,368.271,613.785,404.376,382.713,368.271,310.503,454.923,519.912,476.586,577.68,577.68,447.702,454.923,332.166,303.282,101.094,86.652
"Woodford County, Kentucky",2016,25591,12297,13294,1381.914,1663.415,1637.824,1816.961,1433.096,1177.186,1484.278,1740.188,1484.278,1816.961,2047.28,2098.462,1765.779,1433.096,1126.004,716.548,358.274,383.865
"Acadia Parish, Louisiana",2016,62372,30297,32075,4553.156,5176.876,4241.296,4116.552,4241.296,4241.296,3991.808,3929.436,3368.088,3929.436,4366.04,4366.04,3430.46,2681.996,2183.02,1496.928,997.952,1122.696
"Allen Parish, Louisiana",2016,25619,14808,10811,1639.616,1613.997,1357.807,1460.283,1613.997,1793.33,2023.901,1793.33,2023.901,1870.187,1947.044,1716.473,1306.569,1204.093,922.284,563.618,461.142,307.428
"Ascension Parish, Louisiana",2016,117009,58083,58926,8541.657,9126.702,9360.72,8424.648,6786.522,7605.585,8658.666,9126.702,8073.621,8307.639,8073.621,7137.549,5733.441,4446.342,3276.252,2106.162,1287.099,936.072
"Assumption Parish, Louisiana",2016,22973,11284,11689,1263.515,1608.11,1470.272,1585.137,1516.218,1309.461,1286.488,1585.137,1355.407,1562.164,1722.975,1585.137,1631.083,1125.677,1010.812,735.136,413.514,252.703
"Avoyelles Parish, Louisiana",2016,41252,20732,20520,2763.884,2763.884,2722.632,2392.616,2681.38,2805.136,2763.884,2763.884,2227.608,2763.884,2970.144,2681.38,2557.624,2186.356,1443.82,1155.056,866.292,742.536
"Beauregard Parish, Louisiana",2016,36435,18600,17835,2404.71,2368.275,2696.19,2623.32,2295.405,2331.84,2477.58,2113.23,2586.885,2331.84,2441.145,2186.1,2331.84,1676.01,1493.835,910.875,655.83,510.09
"Kodiak Island Borough, Alaska",2016,13924,6712,7212,849.364,724.048,1058.224,891.136,793.668,835.44,737.972,598.732,863.288,863.288,1099.996,960.756,974.68,793.668,612.656,403.796,445.568,375.948
"Bossier Parish, Louisiana",2016,124720,61707,63013,8979.84,8855.12,8605.68,8231.52,8979.84,9728.16,9603.44,8106.8,7857.36,7483.2,8106.8,7233.76,7109.04,5362.96,3741.6,2993.28,2120.24,1746.08
"Caddo Parish, Louisiana",2016,253125,120312,132813,17971.875,16706.25,16959.375,16200,17212.5,18478.125,17212.5,14934.375,15187.5,14934.375,16706.25,17718.75,15187.5,11896.875,9112.5,6328.125,4809.375,5315.625
"Calcasieu Parish, Louisiana",2016,197233,96206,101027,13609.077,13214.611,14003.543,13017.378,14200.776,14398.009,13609.077,12228.446,11242.281,12031.213,13411.844,13411.844,11636.747,9269.951,6311.456,4536.359,3747.427,2958.495
"Todd County, South Dakota",2016,9997,5287,4710,559.832,749.775,639.808,579.826,719.784,559.832,639.808,599.82,589.823,629.811,749.775,739.778,619.814,489.853,509.847,339.898,99.97,199.94
"Rio Blanco County, Colorado",2016,6739,3290,3449,357.167,478.469,431.296,458.252,458.252,303.255,363.906,411.079,404.34,417.818,572.815,606.51,444.774,464.991,154.997,222.387,107.824,87.607
"Catahoula Parish, Louisiana",2016,10145,5415,4730,588.41,659.425,608.7,649.28,730.44,669.57,821.745,486.96,618.845,547.83,720.295,649.28,781.165,466.67,446.38,304.35,243.48,142.03
"Claiborne Parish, Louisiana",2016,16452,9408,7044,855.504,839.052,839.052,1200.996,970.668,1135.188,1135.188,1036.476,1036.476,1118.736,1151.64,1266.804,921.312,1003.572,592.272,510.012,411.3,394.848
"Concordia Parish, Louisiana",2016,20288,10295,9993,1339.008,1379.584,1399.872,1136.128,1481.024,1379.584,1298.432,1237.568,1176.704,1196.992,1359.296,1420.16,1318.72,1034.688,730.368,649.216,486.912,243.456
"De Soto Parish, Louisiana",2016,27047,13053,13994,1703.961,2217.854,1460.538,1703.961,1676.914,1622.82,1676.914,1568.726,1622.82,1703.961,2055.572,1866.243,1839.196,1406.444,1190.068,892.551,513.893,351.611
"East Baton Rouge Parish, Louisiana",2016,445337,213365,231972,28946.905,27610.894,27610.894,32064.264,49432.407,34290.949,32509.601,25829.546,25829.546,24938.872,27610.894,28946.905,24048.198,18704.154,13805.447,8906.74,7570.729,6680.055
"East Carroll Parish, Louisiana",2016,7419,4256,3163,289.341,645.453,541.587,467.397,882.861,645.453,467.397,430.302,319.017,415.464,430.302,571.263,363.531,267.084,304.179,155.799,96.447,126.123
"Orange County, Indiana",2016,19756,10746,9010,987.8,948.288,1145.848,1303.896,1145.848,1284.14,1264.384,1126.092,1303.896,1363.164,1600.236,1639.748,1461.944,1185.36,829.752,671.704,237.072,256.828
"Fannin County, Texas",2016,33765,17283,16482,2363.55,2498.61,2363.55,2599.905,2262.255,2228.49,2228.49,1890.84,1924.605,2262.255,2329.785,1992.135,2025.9,1654.485,1080.48,810.36,742.83,472.71
"Franklin Parish, Louisiana",2016,20464,9963,10501,1432.48,1698.512,1248.304,1166.448,1391.552,1248.304,1248.304,1289.232,941.344,1207.376,1412.016,1432.48,1248.304,1064.128,839.024,654.848,429.744,491.136
"Grant Parish, Louisiana",2016,22372,12543,9829,1342.32,1498.924,1252.832,1252.832,1319.948,1677.9,1879.248,1745.016,1633.156,1521.296,1521.296,1431.808,1185.716,1118.6,805.392,514.556,380.324,290.836
"Iberia Parish, Louisiana",2016,73799,36031,37768,5313.528,5608.724,5313.528,5018.332,5018.332,4870.734,4723.136,4575.538,3911.347,4723.136,5387.327,4870.734,4280.342,3247.156,2582.965,1992.573,1106.985,1106.985
"Iberville Parish, Louisiana",2016,33159,16812,16347,1956.381,1956.381,1989.54,2022.699,2387.448,2453.766,2420.607,1923.222,2287.971,2321.13,2520.084,2089.017,2221.653,1458.996,1226.883,895.293,630.021,364.749
"Jackson Parish, Louisiana",2016,15999,8165,7834,959.94,1071.933,943.941,879.945,943.941,1135.929,975.939,1199.925,783.951,1023.936,1103.931,1119.93,959.94,975.939,671.958,527.967,399.975,319.98
